rownames(sigRes)
ENSMUSG00000022297
ENSMUSG00000097554
ENSMUSG00000094724
ENSMUSG00000058126
ENSMUSG00000100801
ENSMUSG00000038141
ENSMUSG00000091957
ENSMUSG00000054537
ENSMUSG00000081111
ENSMUSG00000074676
ENSMUSG00000054863
ENSMUSG00000023046
ENSMUSG00000044533
ENSMUSG00000007946
ENSMUSG00000004394
ENSMUSG00000042099
ENSMUSG00000035852
ENSMUSG00000091705
ENSMUSG00000034161
ENSMUSG00000074269
ENSMUSG00000083061
ENSMUSG00000019851
ENSMUSG00000079629
ENSMUSG00000022367
ENSMUSG00000095698
ENSMUSG00000107383
ENSMUSG00000006575
ENSMUSG00000031023
ENSMUSG00000020814
ENSMUSG00000038793
ENSMUSG00000021792
ENSMUSG00000039329
ENSMUSG00000029149
ENSMUSG00000074227
ENSMUSG00000041075
ENSMUSG00000083161
ENSMUSG00000083833
ENSMUSG00000068417
ENSMUSG00000029334
ENSMUSG00000050368
ENSMUSG00000033721
ENSMUSG00000028019
ENSMUSG00000085666
ENSMUSG00000022636
ENSMUSG00000018809
ENSMUSG00000040653
ENSMUSG00000028150
ENSMUSG00000033542
ENSMUSG00000040596
ENSMUSG00000109244
ENSMUSG00000026972
ENSMUSG00000056665
ENSMUSG00000055413
ENSMUSG00000023960
ENSMUSG00000074170
ENSMUSG00000032184
ENSMUSG00000047139
ENSMUSG00000015222
ENSMUSG00000023243
ENSMUSG00000023249
ENSMUSG00000004609
ENSMUSG00000046180
ENSMUSG00000007039
ENSMUSG00000078452
ENSMUSG00000029377
ENSMUSG00000022865
ENSMUSG00000053219
ENSMUSG00000057000
ENSMUSG00000103206
ENSMUSG00000019806
ENSMUSG00000032656
ENSMUSG00000053536
ENSMUSG00000048758
ENSMUSG00000040264
ENSMUSG00000023961
ENSMUSG00000079584
ENSMUSG00000050730
ENSMUSG00000071773
ENSMUSG00000079507
ENSMUSG00000038065
ENSMUSG00000031974
ENSMUSG00000050379
ENSMUSG00000007617
ENSMUSG00000068206
ENSMUSG00000031373
ENSMUSG00000017390
ENSMUSG00000021687
ENSMUSG00000044254
ENSMUSG00000067608
ENSMUSG00000040998
ENSMUSG00000049916
ENSMUSG00000030246
ENSMUSG00000061062
ENSMUSG00000036327
ENSMUSG00000058147
ENSMUSG00000062353
ENSMUSG00000027597
ENSMUSG00000023367
ENSMUSG00000059288
ENSMUSG00000072568
ENSMUSG00000073405
ENSMUSG00000062937
ENSMUSG00000043153
ENSMUSG00000007872
ENSMUSG00000032579
ENSMUSG00000020424
ENSMUSG00000023039
ENSMUSG00000038067
ENSMUSG00000030654
ENSMUSG00000035678
ENSMUSG00000000296
ENSMUSG00000047963
ENSMUSG00000098832
ENSMUSG00000026638
ENSMUSG00000028028
ENSMUSG00000035473
ENSMUSG00000025330
