rownames(sigRes)
ENSMUSG00000021456
ENSMUSG00000075015
ENSMUSG00000075014
ENSMUSG00000030621
ENSMUSG00000097312
ENSMUSG00000091028
ENSMUSG00000030730
ENSMUSG00000095186
ENSMUSG00000095280
ENSMUSG00000031972
ENSMUSG00000036570
ENSMUSG00000108532
ENSMUSG00000056900
ENSMUSG00000104724
ENSMUSG00000054672
ENSMUSG00000096715
ENSMUSG00000051747
ENSMUSG00000074947
ENSMUSG00000081310
ENSMUSG00000087263
ENSMUSG00000034842
ENSMUSG00000109363
ENSMUSG00000038663
ENSMUSG00000053093
ENSMUSG00000057003
ENSMUSG00000001508
ENSMUSG00000006457
ENSMUSG00000020173
