rownames(sigRes)
ENSMUSG00000061577
ENSMUSG00000032579
ENSMUSG00000021185
ENSMUSG00000046402
ENSMUSG00000024789
ENSMUSG00000028179
ENSMUSG00000034459
ENSMUSG00000038068
ENSMUSG00000039903
ENSMUSG00000029032
ENSMUSG00000074170
ENSMUSG00000057706
ENSMUSG00000052534
ENSMUSG00000041193
ENSMUSG00000061981
ENSMUSG00000074280
ENSMUSG00000048924
ENSMUSG00000068417
ENSMUSG00000025329
ENSMUSG00000012519
ENSMUSG00000038732
ENSMUSG00000029370
ENSMUSG00000022514
ENSMUSG00000029304
ENSMUSG00000059058
ENSMUSG00000007682
ENSMUSG00000031098
ENSMUSG00000035473
ENSMUSG00000032577
ENSMUSG00000026972
ENSMUSG00000047281
ENSMUSG00000000031
ENSMUSG00000024664
ENSMUSG00000067071
ENSMUSG00000052560
ENSMUSG00000059422
ENSMUSG00000004655
ENSMUSG00000000544
ENSMUSG00000053219
ENSMUSG00000050730
ENSMUSG00000030772
ENSMUSG00000019889
ENSMUSG00000058581
ENSMUSG00000057329
ENSMUSG00000027692
ENSMUSG00000004996
ENSMUSG00000039701
ENSMUSG00000019987
ENSMUSG00000022146
ENSMUSG00000023011
ENSMUSG00000060548
ENSMUSG00000085918
ENSMUSG00000035678
ENSMUSG00000041075
ENSMUSG00000024791
ENSMUSG00000047963
ENSMUSG00000038903
ENSMUSG00000061062
ENSMUSG00000063531
ENSMUSG00000055629
ENSMUSG00000068299
ENSMUSG00000033721
ENSMUSG00000040557
ENSMUSG00000109875
ENSMUSG00000023904
ENSMUSG00000024691
ENSMUSG00000031750
ENSMUSG00000022176
ENSMUSG00000073177
ENSMUSG00000038067
ENSMUSG00000037548
ENSMUSG00000007872
ENSMUSG00000048826
ENSMUSG00000020388
ENSMUSG00000043153
ENSMUSG00000054863
ENSMUSG00000078139
ENSMUSG00000051220
ENSMUSG00000027259
ENSMUSG00000061013
ENSMUSG00000041471
ENSMUSG00000036136
ENSMUSG00000062937
ENSMUSG00000026639
ENSMUSG00000031482
ENSMUSG00000045394
ENSMUSG00000038859
ENSMUSG00000029121
ENSMUSG00000031125
ENSMUSG00000032591
ENSMUSG00000007617
ENSMUSG00000050334
ENSMUSG00000041782
ENSMUSG00000036327
ENSMUSG00000040525
ENSMUSG00000054662
ENSMUSG00000027220
ENSMUSG00000054136
ENSMUSG00000066441
ENSMUSG00000105068
ENSMUSG00000048644
ENSMUSG00000005225
ENSMUSG00000030224
ENSMUSG00000053746
ENSMUSG00000037600
ENSMUSG00000038525
ENSMUSG00000026062
ENSMUSG00000046341
ENSMUSG00000044037
ENSMUSG00000003378
ENSMUSG00000057092
ENSMUSG00000031924
ENSMUSG00000034807
ENSMUSG00000018417
ENSMUSG00000022419
ENSMUSG00000055717
ENSMUSG00000022995
ENSMUSG00000023033
ENSMUSG00000034194
ENSMUSG00000037624
ENSMUSG00000049916
ENSMUSG00000032548
ENSMUSG00000024990
ENSMUSG00000024736
ENSMUSG00000008575
ENSMUSG00000054889
ENSMUSG00000025950
ENSMUSG00000033760
ENSMUSG00000019139
ENSMUSG00000019806
ENSMUSG00000024790
ENSMUSG00000041449
ENSMUSG00000032184
ENSMUSG00000040329
ENSMUSG00000037428
ENSMUSG00000032202
ENSMUSG00000004221
ENSMUSG00000036103
ENSMUSG00000030800
ENSMUSG00000078249
ENSMUSG00000037211
ENSMUSG00000028218
ENSMUSG00000020160
ENSMUSG00000028184
ENSMUSG00000021365
ENSMUSG00000020865
ENSMUSG00000053646
ENSMUSG00000048915
ENSMUSG00000022156
ENSMUSG00000026655
ENSMUSG00000034573
ENSMUSG00000025277
ENSMUSG00000073000
ENSMUSG00000028786
ENSMUSG00000042659
ENSMUSG00000028591
ENSMUSG00000049327
ENSMUSG00000017390
ENSMUSG00000031700
ENSMUSG00000081476
ENSMUSG00000032578
ENSMUSG00000028909
ENSMUSG00000014791
ENSMUSG00000041482
ENSMUSG00000022814
ENSMUSG00000058064
ENSMUSG00000073678
ENSMUSG00000028664
ENSMUSG00000026594
ENSMUSG00000039347
ENSMUSG00000028186
ENSMUSG00000004267
ENSMUSG00000021687
ENSMUSG00000020814
ENSMUSG00000034394
ENSMUSG00000068206
ENSMUSG00000073405
ENSMUSG00000046056
ENSMUSG00000004626
ENSMUSG00000025161
ENSMUSG00000023961
ENSMUSG00000046589
ENSMUSG00000104340
ENSMUSG00000026198
ENSMUSG00000000085
ENSMUSG00000052942
ENSMUSG00000021950
ENSMUSG00000031297
ENSMUSG00000030888
ENSMUSG00000060961
ENSMUSG00000038400
ENSMUSG00000029913
ENSMUSG00000050212
ENSMUSG00000020464
ENSMUSG00000043424
ENSMUSG00000036687
ENSMUSG00000042607
ENSMUSG00000044393
ENSMUSG00000005958
ENSMUSG00000031278
ENSMUSG00000079339
ENSMUSG00000079852
ENSMUSG00000020027
ENSMUSG00000036863
ENSMUSG00000028150
ENSMUSG00000025491
ENSMUSG00000021699
ENSMUSG00000027297
ENSMUSG00000056666
ENSMUSG00000037369
ENSMUSG00000062421
ENSMUSG00000036617
ENSMUSG00000048373
ENSMUSG00000056305
ENSMUSG00000020333
ENSMUSG00000026768
ENSMUSG00000107350
ENSMUSG00000025383
ENSMUSG00000014158
ENSMUSG00000033998
ENSMUSG00000034614
ENSMUSG00000030862
ENSMUSG00000071369
ENSMUSG00000023094
ENSMUSG00000040219
ENSMUSG00000027613
ENSMUSG00000026193
ENSMUSG00000036820
ENSMUSG00000073910
ENSMUSG00000058446
ENSMUSG00000107092
ENSMUSG00000002997
ENSMUSG00000022938
ENSMUSG00000052676
ENSMUSG00000048087
ENSMUSG00000090523
ENSMUSG00000031402
ENSMUSG00000086541
ENSMUSG00000047910
ENSMUSG00000059288
ENSMUSG00000018446
ENSMUSG00000073968
ENSMUSG00000038128
ENSMUSG00000082354
ENSMUSG00000009563
ENSMUSG00000031488
ENSMUSG00000039146
ENSMUSG00000030471
ENSMUSG00000015112
ENSMUSG00000078695
ENSMUSG00000004609
ENSMUSG00000044043
ENSMUSG00000033149
ENSMUSG00000023443
ENSMUSG00000037995
ENSMUSG00000039457
ENSMUSG00000040434
ENSMUSG00000046994
ENSMUSG00000030107
ENSMUSG00000079414
ENSMUSG00000018900
ENSMUSG00000001436
ENSMUSG00000021939
ENSMUSG00000026917
ENSMUSG00000034667
ENSMUSG00000020836
ENSMUSG00000045636
ENSMUSG00000055368
ENSMUSG00000089728
ENSMUSG00000070476
ENSMUSG00000044367
ENSMUSG00000073427
ENSMUSG00000028551
ENSMUSG00000079575
ENSMUSG00000084349
ENSMUSG00000031383
ENSMUSG00000075044
ENSMUSG00000043263
ENSMUSG00000032484
ENSMUSG00000085502
ENSMUSG00000032350
ENSMUSG00000031371
ENSMUSG00000019124
ENSMUSG00000060675
ENSMUSG00000033060
ENSMUSG00000027799
ENSMUSG00000027698
ENSMUSG00000032018
ENSMUSG00000006931
ENSMUSG00000024462
ENSMUSG00000037032
ENSMUSG00000025105
ENSMUSG00000089942
ENSMUSG00000106019
ENSMUSG00000051022
ENSMUSG00000041817
ENSMUSG00000053414
ENSMUSG00000021913
ENSMUSG00000037419
ENSMUSG00000010721
ENSMUSG00000071537
ENSMUSG00000004151
ENSMUSG00000029869
ENSMUSG00000031520
ENSMUSG00000021947
ENSMUSG00000097352
ENSMUSG00000057751
ENSMUSG00000031995
ENSMUSG00000035189
ENSMUSG00000034587
ENSMUSG00000031066
ENSMUSG00000026180
ENSMUSG00000030000
ENSMUSG00000053886
ENSMUSG00000010048
ENSMUSG00000039485
ENSMUSG00000040520
ENSMUSG00000049313
ENSMUSG00000056445
ENSMUSG00000091478
ENSMUSG00000062995
ENSMUSG00000051367
ENSMUSG00000042303
ENSMUSG00000027635
ENSMUSG00000004552
ENSMUSG00000035390
ENSMUSG00000047496
ENSMUSG00000020644
ENSMUSG00000026249
ENSMUSG00000031379
ENSMUSG00000029380
ENSMUSG00000036613
ENSMUSG00000045312
ENSMUSG00000052364
ENSMUSG00000025081
ENSMUSG00000045932
ENSMUSG00000097493
ENSMUSG00000044461
ENSMUSG00000038702
ENSMUSG00000092243
ENSMUSG00000016554
ENSMUSG00000021069
ENSMUSG00000063354
ENSMUSG00000066720
ENSMUSG00000086649
ENSMUSG00000018569
ENSMUSG00000045659
ENSMUSG00000043439
ENSMUSG00000032380
ENSMUSG00000044167
ENSMUSG00000020083
ENSMUSG00000025002
ENSMUSG00000072945
ENSMUSG00000026343
ENSMUSG00000020905
ENSMUSG00000008153
ENSMUSG00000091383
ENSMUSG00000050550
ENSMUSG00000043773
ENSMUSG00000018570
ENSMUSG00000037544
ENSMUSG00000048967
ENSMUSG00000000386
ENSMUSG00000030849
ENSMUSG00000057101
ENSMUSG00000022707
ENSMUSG00000041703
ENSMUSG00000039910
ENSMUSG00000019796
ENSMUSG00000038764
ENSMUSG00000028434
ENSMUSG00000050382
ENSMUSG00000046714
ENSMUSG00000110569
ENSMUSG00000063558
ENSMUSG00000040618
ENSMUSG00000098923
ENSMUSG00000030206
ENSMUSG00000051225
ENSMUSG00000021403
ENSMUSG00000087480
ENSMUSG00000022849
ENSMUSG00000066258
ENSMUSG00000026113
ENSMUSG00000027318
ENSMUSG00000063488
ENSMUSG00000079387
ENSMUSG00000048706
ENSMUSG00000035078
ENSMUSG00000054893
ENSMUSG00000052302
ENSMUSG00000092390
ENSMUSG00000027324
ENSMUSG00000030493
ENSMUSG00000031927
ENSMUSG00000032182
ENSMUSG00000102278
ENSMUSG00000031490
ENSMUSG00000097414
ENSMUSG00000034858
ENSMUSG00000038042
ENSMUSG00000045545
ENSMUSG00000037913
ENSMUSG00000024421
ENSMUSG00000004032
ENSMUSG00000059256
ENSMUSG00000007646
ENSMUSG00000063296
ENSMUSG00000028456
ENSMUSG00000037788
ENSMUSG00000064246
ENSMUSG00000052981
ENSMUSG00000082739
ENSMUSG00000078762
ENSMUSG00000048218
ENSMUSG00000069171
ENSMUSG00000051166
ENSMUSG00000044229
ENSMUSG00000006720
ENSMUSG00000050345
ENSMUSG00000050737
ENSMUSG00000015441
ENSMUSG00000068739
ENSMUSG00000042097
ENSMUSG00000025867
ENSMUSG00000039660
ENSMUSG00000012889
ENSMUSG00000028896
ENSMUSG00000005824
ENSMUSG00000066595
ENSMUSG00000035357
ENSMUSG00000047230
ENSMUSG00000084152
ENSMUSG00000000693
ENSMUSG00000021506
ENSMUSG00000062203
ENSMUSG00000038119
ENSMUSG00000036912
ENSMUSG00000040875
ENSMUSG00000007850
ENSMUSG00000092624
ENSMUSG00000037706
ENSMUSG00000030603
ENSMUSG00000039997
ENSMUSG00000074896
ENSMUSG00000050192
ENSMUSG00000043445
ENSMUSG00000023827
ENSMUSG00000056459
ENSMUSG00000032400
ENSMUSG00000047222
ENSMUSG00000027981
ENSMUSG00000050541
ENSMUSG00000022425
ENSMUSG00000079834
ENSMUSG00000057440
ENSMUSG00000023505
ENSMUSG00000037594
ENSMUSG00000054074
ENSMUSG00000026479
ENSMUSG00000040667
ENSMUSG00000058755
ENSMUSG00000090394
ENSMUSG00000001583
ENSMUSG00000021550
ENSMUSG00000102252
ENSMUSG00000000562
ENSMUSG00000032802
ENSMUSG00000059336
ENSMUSG00000038567
ENSMUSG00000056952
ENSMUSG00000034353
ENSMUSG00000058550
ENSMUSG00000002068
ENSMUSG00000074793
ENSMUSG00000044629
ENSMUSG00000029173
ENSMUSG00000035754
ENSMUSG00000022864
ENSMUSG00000006576
ENSMUSG00000023030
ENSMUSG00000026664
ENSMUSG00000087626
ENSMUSG00000022557
ENSMUSG00000059674
ENSMUSG00000016487
ENSMUSG00000097084
ENSMUSG00000020847
ENSMUSG00000016637
ENSMUSG00000023391
ENSMUSG00000027011
ENSMUSG00000040631
ENSMUSG00000051235
ENSMUSG00000065999
ENSMUSG00000027797
ENSMUSG00000037681
ENSMUSG00000060938
ENSMUSG00000026576
ENSMUSG00000027102
ENSMUSG00000049604
ENSMUSG00000086552
ENSMUSG00000052688
ENSMUSG00000007805
ENSMUSG00000031134
ENSMUSG00000027845
ENSMUSG00000086021
ENSMUSG00000091698
ENSMUSG00000031342
ENSMUSG00000106968
ENSMUSG00000036533
ENSMUSG00000085456
ENSMUSG00000052337
ENSMUSG00000073069
ENSMUSG00000030413
ENSMUSG00000024331
ENSMUSG00000095253
ENSMUSG00000049090
ENSMUSG00000073406
ENSMUSG00000029925
ENSMUSG00000006731
ENSMUSG00000027379
ENSMUSG00000015474
ENSMUSG00000022157
ENSMUSG00000042377
ENSMUSG00000028470
ENSMUSG00000029844
ENSMUSG00000068876
ENSMUSG00000025738
ENSMUSG00000032332
ENSMUSG00000098134
ENSMUSG00000046324
ENSMUSG00000063605
ENSMUSG00000039519
ENSMUSG00000107470
ENSMUSG00000027737
ENSMUSG00000038605
ENSMUSG00000006494
ENSMUSG00000045761
ENSMUSG00000048534
ENSMUSG00000057596
ENSMUSG00000066107
ENSMUSG00000074093
ENSMUSG00000036225
ENSMUSG00000094378
ENSMUSG00000030421
ENSMUSG00000043068
ENSMUSG00000083282
ENSMUSG00000027660
ENSMUSG00000107126
ENSMUSG00000019761
ENSMUSG00000042784
ENSMUSG00000087658
ENSMUSG00000056515
ENSMUSG00000037411
ENSMUSG00000045934
ENSMUSG00000093587
ENSMUSG00000100980
ENSMUSG00000110631
ENSMUSG00000048387
ENSMUSG00000023067
ENSMUSG00000030255
ENSMUSG00000046152
ENSMUSG00000033965
ENSMUSG00000047115
ENSMUSG00000110537
ENSMUSG00000070780
ENSMUSG00000066456
ENSMUSG00000021903
ENSMUSG00000020553
ENSMUSG00000092130
ENSMUSG00000071715
ENSMUSG00000039474
ENSMUSG00000024713
ENSMUSG00000104222
ENSMUSG00000071561
ENSMUSG00000041712
ENSMUSG00000023883
ENSMUSG00000053797
ENSMUSG00000022902
ENSMUSG00000020695
ENSMUSG00000025156
ENSMUSG00000007989
ENSMUSG00000024228
ENSMUSG00000067203
ENSMUSG00000037936
ENSMUSG00000029804
ENSMUSG00000051727
ENSMUSG00000020681
ENSMUSG00000051439
ENSMUSG00000031825
ENSMUSG00000036745
ENSMUSG00000020077
ENSMUSG00000037278
ENSMUSG00000047557
ENSMUSG00000097023
ENSMUSG00000079363
ENSMUSG00000097289
ENSMUSG00000026142
ENSMUSG00000036356
ENSMUSG00000006464
ENSMUSG00000041444
ENSMUSG00000024601
ENSMUSG00000027236
ENSMUSG00000027962
ENSMUSG00000041324
ENSMUSG00000025609
ENSMUSG00000047181
ENSMUSG00000082361
ENSMUSG00000022186
ENSMUSG00000015533
ENSMUSG00000025464
ENSMUSG00000074384
ENSMUSG00000053580
ENSMUSG00000032252
ENSMUSG00000049303
ENSMUSG00000048755
ENSMUSG00000027496
ENSMUSG00000037712
ENSMUSG00000001588
ENSMUSG00000027661
ENSMUSG00000039831
ENSMUSG00000080316
ENSMUSG00000002289
ENSMUSG00000041688
ENSMUSG00000096788
ENSMUSG00000031904
ENSMUSG00000037572
ENSMUSG00000031150
ENSMUSG00000042364
ENSMUSG00000002108
ENSMUSG00000043419
ENSMUSG00000024781
ENSMUSG00000025997
ENSMUSG00000060594
ENSMUSG00000028028
ENSMUSG00000035329
ENSMUSG00000062991
ENSMUSG00000039601
ENSMUSG00000022403
ENSMUSG00000025083
ENSMUSG00000008601
ENSMUSG00000022685
ENSMUSG00000030022
ENSMUSG00000033508
ENSMUSG00000036292
ENSMUSG00000034522
ENSMUSG00000037860
ENSMUSG00000047878
ENSMUSG00000026365
ENSMUSG00000046191
ENSMUSG00000028989
ENSMUSG00000012428
ENSMUSG00000090215
ENSMUSG00000021023
ENSMUSG00000020988
ENSMUSG00000023830
ENSMUSG00000092060
ENSMUSG00000052926
ENSMUSG00000029777
ENSMUSG00000043702
ENSMUSG00000034401
ENSMUSG00000054932
ENSMUSG00000028803
ENSMUSG00000004768
ENSMUSG00000041189
ENSMUSG00000097518
ENSMUSG00000022651
ENSMUSG00000029861
ENSMUSG00000024190
ENSMUSG00000025921
ENSMUSG00000020256
ENSMUSG00000026187
ENSMUSG00000031349
ENSMUSG00000070527
ENSMUSG00000027499
ENSMUSG00000023232
ENSMUSG00000022309
ENSMUSG00000022231
ENSMUSG00000059430
ENSMUSG00000044676
ENSMUSG00000059657
ENSMUSG00000029306
ENSMUSG00000040435
ENSMUSG00000027977
ENSMUSG00000023025
ENSMUSG00000067931
ENSMUSG00000110126
ENSMUSG00000066839
ENSMUSG00000029569
ENSMUSG00000032586
ENSMUSG00000025195
ENSMUSG00000056468
ENSMUSG00000025933
ENSMUSG00000007783
ENSMUSG00000021037
ENSMUSG00000049184
ENSMUSG00000025931
ENSMUSG00000030990
ENSMUSG00000042734
ENSMUSG00000022773
ENSMUSG00000017057
ENSMUSG00000043602
ENSMUSG00000034413
ENSMUSG00000002020
ENSMUSG00000038046
ENSMUSG00000034282
ENSMUSG00000074311
ENSMUSG00000062554
ENSMUSG00000059325
ENSMUSG00000021549
ENSMUSG00000004393
ENSMUSG00000052675
ENSMUSG00000103367
ENSMUSG00000020541
ENSMUSG00000001300
ENSMUSG00000030166
ENSMUSG00000023885
ENSMUSG00000062157
ENSMUSG00000004789
ENSMUSG00000022070
ENSMUSG00000020696
ENSMUSG00000061119
ENSMUSG00000044250
ENSMUSG00000107546
ENSMUSG00000031351
ENSMUSG00000032666
ENSMUSG00000002565
ENSMUSG00000052957
ENSMUSG00000021044
ENSMUSG00000037795
ENSMUSG00000011179
ENSMUSG00000000751
ENSMUSG00000085129
ENSMUSG00000045664
ENSMUSG00000026751
ENSMUSG00000029001
ENSMUSG00000029686
ENSMUSG00000097694
ENSMUSG00000038712
ENSMUSG00000046387
ENSMUSG00000027778
ENSMUSG00000063975
ENSMUSG00000047735
ENSMUSG00000057469
ENSMUSG00000059493
ENSMUSG00000024121
ENSMUSG00000078497
ENSMUSG00000053080
ENSMUSG00000037325
ENSMUSG00000040729
ENSMUSG00000005718
ENSMUSG00000047414
ENSMUSG00000023110
ENSMUSG00000080893
ENSMUSG00000034488
ENSMUSG00000071073
ENSMUSG00000089917
ENSMUSG00000024727
ENSMUSG00000001518
ENSMUSG00000027376
ENSMUSG00000054626
ENSMUSG00000030752
ENSMUSG00000083902
ENSMUSG00000082585
ENSMUSG00000038893
ENSMUSG00000054752
ENSMUSG00000024043
ENSMUSG00000040170
ENSMUSG00000034442
ENSMUSG00000040728
ENSMUSG00000042743
ENSMUSG00000006930
ENSMUSG00000042197
ENSMUSG00000021481
ENSMUSG00000016942
ENSMUSG00000046794
ENSMUSG00000037683
ENSMUSG00000069094
ENSMUSG00000038079
ENSMUSG00000097891
ENSMUSG00000074121
ENSMUSG00000018899
ENSMUSG00000020646
ENSMUSG00000040688
ENSMUSG00000034771
ENSMUSG00000025498
ENSMUSG00000044674
ENSMUSG00000035829
ENSMUSG00000022144
ENSMUSG00000062611
ENSMUSG00000029063
ENSMUSG00000039765
ENSMUSG00000030329
ENSMUSG00000055980
ENSMUSG00000024924
ENSMUSG00000032198
ENSMUSG00000103653
ENSMUSG00000026500
ENSMUSG00000043342
ENSMUSG00000028133
ENSMUSG00000032511
ENSMUSG00000032454
ENSMUSG00000079083
ENSMUSG00000020330
ENSMUSG00000037736
ENSMUSG00000038415
ENSMUSG00000059713
ENSMUSG00000022962
ENSMUSG00000050335
ENSMUSG00000005803
ENSMUSG00000045414
ENSMUSG00000029769
ENSMUSG00000030499
ENSMUSG00000096971
ENSMUSG00000067006
ENSMUSG00000020900
ENSMUSG00000024841
ENSMUSG00000060441
ENSMUSG00000068114
ENSMUSG00000070883
ENSMUSG00000017002
ENSMUSG00000020069
ENSMUSG00000034330
ENSMUSG00000001420
ENSMUSG00000041012
ENSMUSG00000028476
ENSMUSG00000036390
ENSMUSG00000033029
ENSMUSG00000037649
ENSMUSG00000051397
ENSMUSG00000028496
ENSMUSG00000034949
ENSMUSG00000013155
ENSMUSG00000043613
ENSMUSG00000025783
ENSMUSG00000020415
ENSMUSG00000018500
ENSMUSG00000024371
ENSMUSG00000021559
ENSMUSG00000024525
ENSMUSG00000002489
ENSMUSG00000003868
ENSMUSG00000042216
ENSMUSG00000019982
ENSMUSG00000074415
ENSMUSG00000030638
ENSMUSG00000021125
ENSMUSG00000025938
ENSMUSG00000002010
ENSMUSG00000069920
ENSMUSG00000087135
ENSMUSG00000086509
ENSMUSG00000085256
ENSMUSG00000038175
ENSMUSG00000051242
ENSMUSG00000096403
ENSMUSG00000022324
ENSMUSG00000031403
ENSMUSG00000022426
ENSMUSG00000022407
ENSMUSG00000057541
ENSMUSG00000024989
ENSMUSG00000074480
ENSMUSG00000106799
ENSMUSG00000032046
ENSMUSG00000028933
ENSMUSG00000001964
ENSMUSG00000033420
ENSMUSG00000081434
ENSMUSG00000037868
ENSMUSG00000028211
ENSMUSG00000090440
ENSMUSG00000047264
ENSMUSG00000037370
ENSMUSG00000052212
ENSMUSG00000073176
ENSMUSG00000079491
ENSMUSG00000038679
ENSMUSG00000027412
ENSMUSG00000097028
ENSMUSG00000015085
ENSMUSG00000061458
ENSMUSG00000070436
ENSMUSG00000027985
ENSMUSG00000034684
ENSMUSG00000059811
ENSMUSG00000091764
ENSMUSG00000028937
ENSMUSG00000029299
ENSMUSG00000024798
ENSMUSG00000026928
ENSMUSG00000091089
ENSMUSG00000031575
ENSMUSG00000061878
ENSMUSG00000056144
ENSMUSG00000022479
ENSMUSG00000039682
ENSMUSG00000079602
ENSMUSG00000029470
ENSMUSG00000049037
ENSMUSG00000041556
ENSMUSG00000099681
ENSMUSG00000071470
ENSMUSG00000036492
ENSMUSG00000025577
ENSMUSG00000034686
ENSMUSG00000019814
ENSMUSG00000002844
ENSMUSG00000072774
ENSMUSG00000046550
