rownames(sigRes)
ENSMUSG00000067149
ENSMUSG00000076609
ENSMUSG00000076613
ENSMUSG00000038357
ENSMUSG00000024681
ENSMUSG00000081480
ENSMUSG00000102815
ENSMUSG00000101195
ENSMUSG00000046456
ENSMUSG00000050383
ENSMUSG00000070577
ENSMUSG00000104429
ENSMUSG00000081033
ENSMUSG00000081316
ENSMUSG00000075075
ENSMUSG00000025900
ENSMUSG00000089475
ENSMUSG00000076598
ENSMUSG00000017832
ENSMUSG00000021061
ENSMUSG00000079598
ENSMUSG00000062542
ENSMUSG00000101480
ENSMUSG00000075983
ENSMUSG00000087244
ENSMUSG00000109392
ENSMUSG00000084853
ENSMUSG00000075402
ENSMUSG00000047728
ENSMUSG00000058537
ENSMUSG00000101000
ENSMUSG00000036944
ENSMUSG00000042451
ENSMUSG00000102097
ENSMUSG00000076614
ENSMUSG00000083681
ENSMUSG00000007107
ENSMUSG00000082850
ENSMUSG00000086234
ENSMUSG00000091401
ENSMUSG00000111224
ENSMUSG00000010086
ENSMUSG00000078251
ENSMUSG00000087700
ENSMUSG00000085224
ENSMUSG00000006143
ENSMUSG00000076541
ENSMUSG00000076480
ENSMUSG00000072694
ENSMUSG00000104945
ENSMUSG00000021032
ENSMUSG00000013338
ENSMUSG00000056370
ENSMUSG00000107616
ENSMUSG00000107856
ENSMUSG00000088416
ENSMUSG00000095186
ENSMUSG00000035112
ENSMUSG00000092200
ENSMUSG00000059334
ENSMUSG00000082383
ENSMUSG00000104888
ENSMUSG00000091004
ENSMUSG00000096715
ENSMUSG00000107956
ENSMUSG00000034057
ENSMUSG00000091028
ENSMUSG00000039632
ENSMUSG00000086163
ENSMUSG00000108426
ENSMUSG00000029188
ENSMUSG00000044041
ENSMUSG00000094797
ENSMUSG00000005540
ENSMUSG00000053111
ENSMUSG00000052281
ENSMUSG00000099879
ENSMUSG00000091972
ENSMUSG00000108553
ENSMUSG00000020892
ENSMUSG00000058740
ENSMUSG00000059042
ENSMUSG00000066108
ENSMUSG00000075046
ENSMUSG00000031957
ENSMUSG00000044292
ENSMUSG00000032053
ENSMUSG00000098076
ENSMUSG00000032530
ENSMUSG00000096192
ENSMUSG00000038541
ENSMUSG00000026051
ENSMUSG00000089648
ENSMUSG00000066752
ENSMUSG00000062372
ENSMUSG00000106827
ENSMUSG00000031022
ENSMUSG00000056821
ENSMUSG00000085672
ENSMUSG00000070313
ENSMUSG00000083268
ENSMUSG00000076612
ENSMUSG00000061451
ENSMUSG00000109238
ENSMUSG00000089929
ENSMUSG00000009350
ENSMUSG00000022375
ENSMUSG00000029026
ENSMUSG00000079293
ENSMUSG00000038528
ENSMUSG00000092125
ENSMUSG00000013643
ENSMUSG00000018919
ENSMUSG00000034427
ENSMUSG00000053101
ENSMUSG00000109365
ENSMUSG00000091950
ENSMUSG00000023433
ENSMUSG00000085183
ENSMUSG00000030017
ENSMUSG00000110515
ENSMUSG00000040314
ENSMUSG00000015441
ENSMUSG00000079243
ENSMUSG00000074991
ENSMUSG00000084338
ENSMUSG00000036185
ENSMUSG00000085720
ENSMUSG00000051965
ENSMUSG00000030492
ENSMUSG00000020125
ENSMUSG00000032128
ENSMUSG00000060311
ENSMUSG00000042345
ENSMUSG00000074647
ENSMUSG00000055730
ENSMUSG00000107622
ENSMUSG00000027375
ENSMUSG00000070794
ENSMUSG00000083957
ENSMUSG00000024125
ENSMUSG00000085830
ENSMUSG00000046774
ENSMUSG00000031789
ENSMUSG00000099819
ENSMUSG00000107458
ENSMUSG00000030672
ENSMUSG00000005952
ENSMUSG00000002500
ENSMUSG00000082815
ENSMUSG00000074483
ENSMUSG00000046367
ENSMUSG00000020317
ENSMUSG00000081282
ENSMUSG00000086409
ENSMUSG00000078370
ENSMUSG00000022388
