"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000022698.18",16.0109532804263,-2.31008744241989,0.285334872034194,-8.09605719045464,5.67691424547845e-16,4.57967922559497e-14
"ENSMUSG00000117314.2",97.142046598837,-3.65316565918217,0.451779571271117,-8.08616832519386,6.15710784978391e-16,4.95577214772948e-14
"ENSMUSG00000022635.10",163.840970243905,1.70471435669015,0.210923703178919,8.08213743167645,6.36413250414483e-16,5.11078804159386e-14
"ENSMUSG00000091405.3",49.16499354477,-2.52958495201966,0.313118977502936,-8.07867019812283,6.54768422089172e-16,5.24629494757648e-14
"ENSMUSG00000016942.7",59.5082692861698,-2.54203841923597,0.314699989828919,-8.07765650268341,6.60232682278785e-16,5.27813554015873e-14
"ENSMUSG00000020904.12",15.1583588230241,-4.24474635907163,0.525557396001614,-8.07665612046412,6.65669222264374e-16,5.30961160056144e-14
"ENSMUSG00000044544.5",189.667085891935,-3.88541697121407,0.481844440469966,-8.06363349844699,7.40595713078834e-16,5.89397689408695e-14
"ENSMUSG00000107597.2",6.25881624817905,-3.48282639532956,0.432399986317187,-8.05464039208996,7.97128157111062e-16,6.32966226100634e-14
"ENSMUSG00000040729.9",20.8885782841181,-3.42891931393713,0.42628367870918,-8.04374993741295,8.71302294761257e-16,6.90317019440043e-14
"ENSMUSG00000026229.18",32.8197666597619,-3.01751001386273,0.375736046377795,-8.03093033780603,9.67362724963746e-16,7.64713189834622e-14
"ENSMUSG00000039005.14",41.1567376783137,-2.58403323250837,0.32188916870308,-8.02771103768315,9.93080466342179e-16,7.83294982528024e-14
"ENSMUSG00000092021.9",24.3371299743143,-2.46738954883373,0.3074918359847,-8.0242440939359,1.02153001511794e-15,8.0394412189782e-14
"ENSMUSG00000093989.2",21.4913670302006,-2.56309265494804,0.319496741163859,-8.02228105867758,1.03799302287661e-15,8.1508919967129e-14
"ENSMUSG00000103568.2",12.9474562793203,4.18789363347013,0.522416214369465,8.01639290335724,1.08895788668233e-15,8.51334294853305e-14
"ENSMUSG00000024936.9",803.031333469523,-4.01547438558555,0.500894588223076,-8.01660564916553,1.08707426260073e-15,8.51334294853305e-14
"ENSMUSG00000045312.13",54.5273631633198,-2.42636643189725,0.302742721109563,-8.0146152581457,1.10482311965062e-15,8.61835039260501e-14
"ENSMUSG00000071073.6",430.073256506053,-2.15483243468996,0.269029546848849,-8.00964972037303,1.15035615235438e-15,8.9538160737649e-14
"ENSMUSG00002076807.1",16.1125569113581,-3.73524372549506,0.468622508657796,-7.97068782759358,1.57793641030371e-15,1.2254960081339e-13
"ENSMUSG00000021486.8",73.9298022089253,2.10532260394725,0.264259560711034,7.96687392608438,1.62738538256493e-15,1.26113464602926e-13
"ENSMUSG00000051390.11",649.45358944238,-2.0139613892407,0.253052368333173,-7.95867433490717,1.73892258933498e-15,1.34462758736459e-13
